,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,1,0.0
2,,,,1,1,1,0,0.0
3,12.5,,,1,1,0,0,10.0
4,12.5,38.025,,1,1,0,0,20.0
5,12.5,38.025,-22.5,1,1,0,0,10.0
6,12.5,38.125,-22.5,1,1,0,1,20.0
7,12.5,47.25,-22.5,1,1,1,0,10.0
8,12.5,47.25,-21.972375,1,1,0,1,20.0
9,12.5,38.125,-21.972375,1,1,1,0,10.0
10,12.5,38.125,-21.44475,1,1,0,1,20.0
11,12.5,47.25,-21.44475,1,1,1,0,10.0
12,12.5,47.25,-20.0,1,1,0,0,20.0
13,12.5,38.125,-20.0,1,1,0,0,20.0
14,12.5,38.025,-20.0,1,1,0,0,20.0
15,12.5,38.025,-17.5,1,1,0,0,10.0
16,12.5,38.125,-17.5,1,1,0,1,20.0
17,12.5,47.25,-17.5,1,1,1,0,10.0
18,12.5,47.25,-16.972375,1,1,0,1,20.0
19,12.5,38.125,-16.972375,1,1,1,0,10.0
20,12.5,38.125,-16.44475,1,1,0,1,20.0
21,12.5,47.25,-16.44475,1,1,1,0,10.0
22,12.5,47.25,-15.0,1,1,0,0,20.0
23,12.5,38.125,-15.0,1,1,0,0,20.0
24,12.5,38.025,-15.0,1,1,0,0,20.0
25,12.5,38.025,-12.5,1,1,0,0,10.0
26,12.5,38.125,-12.5,1,1,0,1,20.0
27,12.5,47.25,-12.5,1,1,1,0,10.0
28,12.5,47.25,-11.972375,1,1,0,1,20.0
29,12.5,38.125,-11.972375,1,1,1,0,10.0
30,12.5,38.125,-11.444749999999999,1,1,0,1,20.0
31,12.5,47.25,-11.444749999999999,1,1,1,0,10.0
32,12.5,47.25,-10.0,1,1,0,0,20.0
33,12.5,38.125,-10.0,1,1,0,0,20.0
34,12.5,38.025,-10.0,1,1,0,0,20.0
35,12.5,38.025,-7.5,1,1,0,0,10.0
36,12.5,38.125,-7.5,1,1,0,1,20.0
37,12.5,47.25,-7.5,1,1,1,0,10.0
38,12.5,47.25,-6.9723749999999995,1,1,0,1,20.0
39,12.5,38.125,-6.9723749999999995,1,1,1,0,10.0
40,12.5,38.125,-6.44475,1,1,0,1,20.0
41,12.5,47.25,-6.44475,1,1,1,0,10.0
42,12.5,47.25,-5.0,1,1,0,0,20.0
43,12.5,38.125,-5.0,1,1,0,0,20.0
44,12.5,38.125,10.0,1,0,0,0,20.0
