,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,1,0,0,0
1,,,,1,1,0,1,0
2,,,,1,1,1,0,0
3,12.5,14.375,,1,1,0,0,10
4,12.5,14.375,-25,1,1,0,0,20
5,12.5,14.375,-22.5,1,1,0,1,10
7,12.5,24.375,-22.5,1,1,1,0,10
8,12.5,24.375,-20.691,1,1,0,0,10
9,12.5,19.375,-20.691,1,1,0,0,10
10,12.5,19.375,-20.691,1,1,0,0,0
11,12.5,14.375,-20.691,1,1,0,0,20
12,12.5,14.375,-22.123125,1,1,0,0,10
13,12.5,24.375,-22.123125,1,1,0,0,10
14,12.5,24.375,-20.691,1,1,0,0,20
15,12.5,19.375,-20.691,1,1,0,0,10
16,12.5,19.375,-20.691,1,1,0,0,0
17,12.5,14.375,-20.691,1,1,0,0,20
18,12.5,14.375,-17.5,1,1,0,1,10
20,12.5,24.375,-17.5,1,1,1,0,10
21,12.5,24.375,-15.691,1,1,0,0,10
22,12.5,19.375,-15.691,1,1,0,0,10
23,12.5,19.375,-15.691,1,1,0,0,0
24,12.5,14.375,-15.691,1,1,0,0,20
25,12.5,14.375,-17.123125,1,1,0,0,10
26,12.5,24.375,-17.123125,1,1,0,0,10
27,12.5,24.375,-15.691,1,1,0,0,20
28,12.5,19.375,-15.691,1,1,0,0,10
29,12.5,19.375,-15.691,1,1,0,0,0
30,12.5,14.375,-15.691,1,1,0,0,20
31,12.5,14.375,-12.5,1,1,0,1,10
33,12.5,24.375,-12.5,1,1,1,0,10
34,12.5,24.375,-10.691,1,1,0,0,10
35,12.5,19.375,-10.691,1,1,0,0,10
36,12.5,19.375,-10.691,1,1,0,0,0
37,12.5,14.375,-10.691,1,1,0,0,20
38,12.5,14.375,-12.123125,1,1,0,0,10
39,12.5,24.375,-12.123125,1,1,0,0,10
40,12.5,24.375,-10.691,1,1,0,0,20
41,12.5,19.375,-10.691,1,1,0,0,10
42,12.5,19.375,-10.691,1,1,0,0,0
43,12.5,14.375,-10.691,1,1,0,0,20
44,12.5,14.375,-7.5,1,1,0,1,10
46,12.5,24.375,-7.5,1,1,1,0,10
47,12.5,24.375,-5.691,1,1,0,0,10
48,12.5,19.375,-5.691,1,1,0,0,10
49,12.5,19.375,-5.691,1,1,0,0,0
50,12.5,14.375,-5.691,1,1,0,0,20
51,12.5,14.375,-7.123125,1,1,0,0,10
52,12.5,24.375,-7.123125,1,1,0,0,10
53,12.5,24.375,-5.691,1,1,0,0,20
54,12.5,19.375,-5.691,1,1,0,0,10
55,12.5,19.375,-5.691,1,1,0,0,0
56,12.5,14.375,-5.691,1,1,0,0,20
57,12.5,14.375,10,1,0,0,0,20
