,x,y,z,line,p3_before,p3_after,p0_before,p0_after,p7_before,p7_after,p4_before,p4_after,speed
0,,,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.5,46.382,,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2,7.5,46.382,,24,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,7.5,46.382,,25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7.5,47.1105,-7.5,26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
5,7.5,47.1105,-7.5,27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,7.5,47.1105,-7.5,29,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,9.5,49.1105,-10.0,31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
8,9.5,49.1105,-10.0,32,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,9.5,49.1105,-10.0,34,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,7.5,47.1105,-7.499999999999998,36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
11,7.5,47.1105,-7.499999999999998,37,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
12,7.5,47.1105,-9.249999999999996,38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
13,7.5,47.1105,-9.999999999999998,40,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0
14,15.5,47.1105,-9.999999999999998,41,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
15,18.5,47.1105,-9.999999999999998,43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
16,18.5,47.1105,-7.999999999999998,44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
17,18.5,50.1255,-7.999999999999998,45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
18,12.3,50.1255,-9.999999999999998,46,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
19,12.3,50.1255,-9.999999999999998,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,12.3,50.1255,-9.999999999999998,49,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,12.3,50.1255,-9.999999999999998,51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,12.3,50.1255,-9.999999999999998,52,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,12.3,50.1255,-9.999999999999998,54,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,7.5,50.1255,-9.999999999999998,56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
25,7.5,47.713499999999996,-9.999999999999998,57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
26,15.5,47.713499999999996,-9.999999999999998,58,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
27,18.5,47.713499999999996,-9.999999999999998,59,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
28,18.5,47.713499999999996,-7.999999999999998,60,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
29,18.5,50.1255,-7.999999999999998,61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
30,12.3,50.1255,-9.999999999999998,62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
31,12.3,50.1255,-9.999999999999998,63,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,12.3,50.1255,-9.999999999999998,65,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
